"","Edad","RegimenClara","Zona","Calidad","N","Vol.comercial20","Vol.comercial7","variable","Renta"
"1185",7,"MG2rn","zona interior","16",1250,0,0,"renta.act.Esc2.Int1",-870.8148
"1186",17,"MG2rn","zona interior","16",1000,0,23.634,"renta.act.Esc2.Int1",-25.3731250533069
"1187",25,"MG2rn","zona interior","16",450,94.854,188.183,"renta.act.Esc2.Int1",176.29236371687
"1188",35,"MG2rn","zona interior","16",0,490.49,538.21,"renta.act.Esc2.Int1",4456.12377605121
"1189",0,"MG2rn","zona interior","21",1250,0,0,"renta.act.Esc2.Int1",0
"1190",5,"MG2rn","zona interior","21",1250,0,0,"renta.act.Esc2.Int1",0
"1191",7,"MG2rn","zona interior","21",1250,0,0,"renta.act.Esc2.Int1",-870.8148
"1192",17,"MG2rn","zona interior","21",1000,6.237,48.882,"renta.act.Esc2.Int1",-25.3731250533069
"1193",25,"MG2rn","zona interior","21",450,234.188,336.059,"renta.act.Esc2.Int1",440.228698096233
"1194",35,"MG2rn","zona interior","21",0,855.368,902.647,"renta.act.Esc2.Int1",9842.04955300689
"1195",0,"MG2rn","zona interior","26",1250,0,0,"renta.act.Esc2.Int1",0
"1196",5,"MG2rn","zona interior","26",1250,0,0,"renta.act.Esc2.Int1",0
"1197",7,"MG2rn","zona interior","26",1250,0,0,"renta.act.Esc2.Int1",-870.8148
"1198",17,"MG2rn","zona interior","26",1000,26.863,82.701,"renta.act.Esc2.Int1",-25.3731250533069
"1199",25,"MG2rn","zona interior","26",450,445.921,547.05,"renta.act.Esc2.Int1",880.033730081049
"1200",35,"MG2rn","zona interior","26",0,1262.089,1310.595,"renta.act.Esc2.Int1",17949.2955032904
"1201",1,"M2","zona costera","7",1250,0,0,"renta.act.Esc2.Int2",0
"1202",3,"M2","zona costera","7",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1203",14,"M2","zona costera","7",1000,0,0.754,"renta.act.Esc2.Int2",-1312.41537208973
"1204",22,"M2","zona costera","7",700,0,6.717,"renta.act.Esc2.Int2",-1788.45371560193
"1205",30,"M2","zona costera","7",300,5.55,42.877,"renta.act.Esc2.Int2",-2379.22887661701
"1206",40,"M2","zona costera","7",0,96.196,120.552,"renta.act.Esc2.Int2",-2867.91112676168
"1207",1,"M2","zona costera","11",1250,0,0,"renta.act.Esc2.Int2",0
"1208",3,"M2","zona costera","11",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1209",14,"M2","zona costera","11",1000,0,4.755,"renta.act.Esc2.Int2",-1312.41537208973
"1210",22,"M2","zona costera","11",700,0,26.476,"renta.act.Esc2.Int2",-1747.71491850813
"1211",30,"M2","zona costera","11",300,51.839,105.44,"renta.act.Esc2.Int2",-2122.28584411354
"1212",40,"M2","zona costera","11",0,230.851,256.221,"renta.act.Esc2.Int2",-282.92436593514
"1213",1,"M2","zona costera","16",1250,0,0,"renta.act.Esc2.Int2",0
"1214",3,"M2","zona costera","16",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1215",14,"M2","zona costera","16",1000,0,17.457,"renta.act.Esc2.Int2",-1312.41537208973
"1216",22,"M2","zona costera","16",700,10.15,59.396,"renta.act.Esc2.Int2",-1618.38120176597
"1217",30,"M2","zona costera","16",300,150.42,209.939,"renta.act.Esc2.Int2",-1526.74136607995
"1218",40,"M2","zona costera","16",0,447.465,472.328,"renta.act.Esc2.Int2",4977.31429386556
"1219",1,"M2","zona costera","21",1250,0,0,"renta.act.Esc2.Int2",0
"1220",3,"M2","zona costera","21",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1221",14,"M2","zona costera","21",1000,3.179,38.584,"renta.act.Esc2.Int2",-1312.41537208973
"1222",22,"M2","zona costera","21",700,60.511,117.319,"renta.act.Esc2.Int2",-1377.15875373887
"1223",30,"M2","zona costera","21",300,296.238,354.15,"renta.act.Esc2.Int2",-193.295862969021
"1224",40,"M2","zona costera","21",0,685.217,710.291,"renta.act.Esc2.Int2",13313.8569392514
"1225",1,"M2","zona costera","26",1250,0,0,"renta.act.Esc2.Int2",0
"1226",3,"M2","zona costera","26",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1227",14,"M2","zona costera","26",1000,14.487,66.111,"renta.act.Esc2.Int2",-1312.41537208973
"1228",22,"M2","zona costera","26",700,126.969,185.471,"renta.act.Esc2.Int2",-1004.01993494321
"1229",30,"M2","zona costera","26",300,460.073,515.36,"renta.act.Esc2.Int2",1557.01868899926
"1230",40,"M2","zona costera","26",0,967.052,991.899,"renta.act.Esc2.Int2",23044.6085914507
"1231",1,"M2","zona interior","7",1250,0,0,"renta.act.Esc2.Int2",0
"1232",3,"M2","zona interior","7",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1233",14,"M2","zona interior","7",1000,0,0.695,"renta.act.Esc2.Int2",-1312.41537208973
"1234",22,"M2","zona interior","7",700,0,6.315,"renta.act.Esc2.Int2",-1789.05446267229
"1235",30,"M2","zona interior","7",300,5.506,42.315,"renta.act.Esc2.Int2",-2384.14426626611
"1236",40,"M2","zona interior","7",0,98.359,121.591,"renta.act.Esc2.Int2",-2882.81711217918
"1237",1,"M2","zona interior","11",1250,0,0,"renta.act.Esc2.Int2",0
"1238",3,"M2","zona interior","11",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1239",14,"M2","zona interior","11",1000,0,3.471,"renta.act.Esc2.Int2",-1312.41537208973
"1240",22,"M2","zona interior","11",700,0,25.636,"renta.act.Esc2.Int2",-1760.78880390389
"1241",30,"M2","zona interior","11",300,54.072,108.698,"renta.act.Esc2.Int2",-2148.73136817213
"1242",40,"M2","zona interior","11",0,246.758,271.774,"renta.act.Esc2.Int2",-213.074663835897
"1243",1,"M2","zona interior","16",1250,0,0,"renta.act.Esc2.Int2",0
"1244",3,"M2","zona interior","16",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1245",14,"M2","zona interior","16",1000,0,12.668,"renta.act.Esc2.Int2",-1312.41537208973
"1246",22,"M2","zona interior","16",700,10.595,61.264,"renta.act.Esc2.Int2",-1667.14353600295
"1247",30,"M2","zona interior","16",300,179.214,239.833,"renta.act.Esc2.Int2",-1570.80164500062
"1248",40,"M2","zona interior","16",0,509.386,534.93,"renta.act.Esc2.Int2",6184.11950749369
"1249",1,"M2","zona interior","21",1250,0,0,"renta.act.Esc2.Int2",0
"1250",3,"M2","zona interior","21",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1251",14,"M2","zona interior","21",1000,0,31.611,"renta.act.Esc2.Int2",-1312.41537208973
"1252",22,"M2","zona interior","21",700,62.98,122.773,"renta.act.Esc2.Int2",-1474.26299780056
"1253",30,"M2","zona interior","21",300,348.786,410.002,"renta.act.Esc2.Int2",-250.382277671375
"1254",40,"M2","zona interior","21",0,822.376,848.894,"renta.act.Esc2.Int2",15565.0335046708
"1255",1,"M2","zona interior","26",1250,0,0,"renta.act.Esc2.Int2",0
"1256",3,"M2","zona interior","26",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1257",14,"M2","zona interior","26",1000,10.981,60.103,"renta.act.Esc2.Int2",-1312.41537208973
"1258",22,"M2","zona interior","26",700,135.643,198.765,"renta.act.Esc2.Int2",-1093.9835331275
"1259",30,"M2","zona interior","26",300,553.283,613.637,"renta.act.Esc2.Int2",1640.48465227372
"1260",40,"M2","zona interior","26",0,1191.609,1219.186,"renta.act.Esc2.Int2",27302.4602893494
"1261",1,"M4","zona costera","7",1250,0,0,"renta.act.Esc2.Int2",0
"1262",3,"M4","zona costera","7",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1263",15,"M4","zona costera","7",700,0,2.415,"renta.act.Esc2.Int2",-1364.91198697332
"1264",25,"M4","zona costera","7",0,15.094,71.024,"renta.act.Esc2.Int2",-1956.0569490684
"1265",1,"M4","zona costera","11",1250,0,0,"renta.act.Esc2.Int2",0
"1266",3,"M4","zona costera","11",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1267",15,"M4","zona costera","11",700,0,14.78,"renta.act.Esc2.Int2",-1364.91198697332
"1268",25,"M4","zona costera","11",0,117.56,196.992,"renta.act.Esc2.Int2",-1626.59897857412
"1269",1,"M4","zona costera","16",1250,0,0,"renta.act.Esc2.Int2",0
"1270",3,"M4","zona costera","16",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1271",15,"M4","zona costera","16",700,0.795,56.324,"renta.act.Esc2.Int2",-1364.91198697332
"1272",25,"M4","zona costera","16",0,313.566,402.004,"renta.act.Esc2.Int2",-512.623379027404
"1273",1,"M4","zona costera","21",1250,0,0,"renta.act.Esc2.Int2",0
"1274",3,"M4","zona costera","21",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1275",15,"M4","zona costera","21",700,23.038,117.827,"renta.act.Esc2.Int2",-1364.91198697332
"1276",25,"M4","zona costera","21",0,625.28,709.408,"renta.act.Esc2.Int2",1323.63741934522
"1277",1,"M4","zona costera","26",1250,0,0,"renta.act.Esc2.Int2",0
"1278",3,"M4","zona costera","26",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1279",15,"M4","zona costera","26",700,126.548,231.007,"renta.act.Esc2.Int2",-1364.91198697332
"1280",25,"M4","zona costera","26",0,981.459,1063.993,"renta.act.Esc2.Int2",5258.57080194366
"1281",1,"M4","zona interior","7",1250,0,0,"renta.act.Esc2.Int2",0
"1282",3,"M4","zona interior","7",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1283",15,"M4","zona interior","7",700,0,1.852,"renta.act.Esc2.Int2",-1364.91198697332
"1284",25,"M4","zona interior","7",0,14.455,69.71,"renta.act.Esc2.Int2",-1971.05774465176
"1285",1,"M4","zona interior","11",1250,0,0,"renta.act.Esc2.Int2",0
"1286",3,"M4","zona interior","11",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1287",15,"M4","zona interior","11",700,0,13.87,"renta.act.Esc2.Int2",-1364.91198697332
"1288",25,"M4","zona interior","11",0,112.804,193.837,"renta.act.Esc2.Int2",-1650.84537996109
"1289",1,"M4","zona interior","16",1250,0,0,"renta.act.Esc2.Int2",0
"1290",3,"M4","zona interior","16",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1291",15,"M4","zona interior","16",700,0,52.004,"renta.act.Esc2.Int2",-1364.91198697332
"1292",25,"M4","zona interior","16",0,321.092,412.587,"renta.act.Esc2.Int2",-634.787939861715
"1293",1,"M4","zona interior","21",1250,0,0,"renta.act.Esc2.Int2",0
"1294",3,"M4","zona interior","21",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1295",15,"M4","zona interior","21",700,18.469,108.939,"renta.act.Esc2.Int2",-1364.91198697332
"1296",25,"M4","zona interior","21",0,659.475,748.665,"renta.act.Esc2.Int2",1046.24260084009
"1297",1,"M4","zona interior","26",1250,0,0,"renta.act.Esc2.Int2",0
"1298",3,"M4","zona interior","26",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1299",15,"M4","zona interior","26",700,106.219,210.575,"renta.act.Esc2.Int2",-1364.91198697332
"1300",25,"M4","zona interior","26",0,1064.305,1152.861,"renta.act.Esc2.Int2",4533.6211634049
"1301",1,"M8","zona costera","7",1250,0,0,"renta.act.Esc2.Int2",0
"1302",3,"M8","zona costera","7",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1303",35,"M8","zona costera","7",0,48.673,175.296,"renta.act.Esc2.Int2",-2990.69024286097
"1304",1,"M8","zona costera","11",1250,0,0,"renta.act.Esc2.Int2",0
"1305",3,"M8","zona costera","11",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1306",35,"M8","zona costera","11",0,231.943,410.445,"renta.act.Esc2.Int2",-2990.69024286097
"1307",1,"M8","zona costera","16",1250,0,0,"renta.act.Esc2.Int2",0
"1308",3,"M8","zona costera","16",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1309",35,"M8","zona costera","16",0,596.539,793.719,"renta.act.Esc2.Int2",-2990.69024286097
"1310",1,"M8","zona costera","21",1250,0,0,"renta.act.Esc2.Int2",0
"1311",3,"M8","zona costera","21",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1312",35,"M8","zona costera","21",0,1058.607,1256.041,"renta.act.Esc2.Int2",-2990.69024286097
"1313",1,"M8","zona costera","26",1250,0,0,"renta.act.Esc2.Int2",0
"1314",3,"M8","zona costera","26",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1315",35,"M8","zona costera","26",0,1591.183,1783.542,"renta.act.Esc2.Int2",-2990.69024286097
"1316",1,"M8","zona interior","7",1250,0,0,"renta.act.Esc2.Int2",0
"1317",3,"M8","zona interior","7",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1318",35,"M8","zona interior","7",0,52.177,176.658,"renta.act.Esc2.Int2",-2990.69024286097
"1319",1,"M8","zona interior","11",1250,0,0,"renta.act.Esc2.Int2",0
"1320",3,"M8","zona interior","11",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1321",35,"M8","zona interior","11",0,253.771,431.877,"renta.act.Esc2.Int2",-2990.69024286097
"1322",1,"M8","zona interior","16",1250,0,0,"renta.act.Esc2.Int2",0
"1323",3,"M8","zona interior","16",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1324",35,"M8","zona interior","16",0,679.527,881.461,"renta.act.Esc2.Int2",-2990.69024286097
"1325",1,"M8","zona interior","21",1250,0,0,"renta.act.Esc2.Int2",0
"1326",3,"M8","zona interior","21",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1327",35,"M8","zona interior","21",0,1250.335,1458.085,"renta.act.Esc2.Int2",-2990.69024286097
"1328",1,"M8","zona interior","26",1250,0,0,"renta.act.Esc2.Int2",0
"1329",3,"M8","zona interior","26",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1330",35,"M8","zona interior","26",0,1947.04,2156.127,"renta.act.Esc2.Int2",-2990.69024286097
"1331",1,"MG2","zona costera","7",1250,0,0,"renta.act.Esc2.Int2",0
"1332",3,"MG2","zona costera","7",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1333",17,"MG2","zona costera","7",1000,0,0.902,"renta.act.Esc2.Int2",-1476.28880511034
"1334",25,"MG2","zona costera","7",450,0,30.254,"renta.act.Esc2.Int2",-2011.21886546482
"1335",35,"MG2","zona costera","7",0,65.614,109.042,"renta.act.Esc2.Int2",-2643.90740049061
"1336",1,"MG2","zona costera","11",1250,0,0,"renta.act.Esc2.Int2",0
"1337",3,"MG2","zona costera","11",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1338",17,"MG2","zona costera","11",1000,0,7.069,"renta.act.Esc2.Int2",-1476.28880511034
"1339",25,"MG2","zona costera","11",450,11.995,80.814,"renta.act.Esc2.Int2",-1948.42552338098
"1340",35,"MG2","zona costera","11",0,215.021,261.294,"renta.act.Esc2.Int2",-1604.93852903048
"1341",1,"MG2","zona costera","16",1250,0,0,"renta.act.Esc2.Int2",0
"1342",3,"MG2","zona costera","16",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1343",17,"MG2","zona costera","16",1000,0,25.517,"renta.act.Esc2.Int2",-1476.28880511034
"1344",25,"MG2","zona costera","16",450,90.188,179.893,"renta.act.Esc2.Int2",-1760.58515127742
"1345",35,"MG2","zona costera","16",0,436.698,483.235,"renta.act.Esc2.Int2",2301.3945979771
"1346",1,"MG2","zona costera","21",1250,0,0,"renta.act.Esc2.Int2",0
"1347",3,"MG2","zona costera","21",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1348",17,"MG2","zona costera","21",1000,7.705,51.53,"renta.act.Esc2.Int2",-1476.28880511034
"1349",25,"MG2","zona costera","21",450,215.99,312.127,"renta.act.Esc2.Int2",-1432.44783896823
"1350",35,"MG2","zona costera","21",0,730.716,775.584,"renta.act.Esc2.Int2",8325.30513098017
"1351",1,"MG2","zona costera","26",1250,0,0,"renta.act.Esc2.Int2",0
"1352",3,"MG2","zona costera","26",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1353",17,"MG2","zona costera","26",1000,36.405,90.373,"renta.act.Esc2.Int2",-1476.28880511034
"1354",25,"MG2","zona costera","26",450,397.742,491.689,"renta.act.Esc2.Int2",-801.274850959243
"1355",35,"MG2","zona costera","26",0,1037.528,1081.889,"renta.act.Esc2.Int2",17134.4136992345
"1356",1,"MG2","zona interior","7",1250,0,0,"renta.act.Esc2.Int2",0
"1357",3,"MG2","zona interior","7",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1358",17,"MG2","zona interior","7",1000,0,0.868,"renta.act.Esc2.Int2",-1476.28880511034
"1359",25,"MG2","zona interior","7",450,0,28.785,"renta.act.Esc2.Int2",-2011.56505869181
"1360",35,"MG2","zona interior","7",0,67.455,109.484,"renta.act.Esc2.Int2",-2660.59797371415
"1361",1,"MG2","zona interior","11",1250,0,0,"renta.act.Esc2.Int2",0
"1362",3,"MG2","zona interior","11",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1363",17,"MG2","zona interior","11",1000,0,6.488,"renta.act.Esc2.Int2",-1476.28880511034
"1364",25,"MG2","zona interior","11",450,12.019,81.37,"renta.act.Esc2.Int2",-1954.34135470102
"1365",35,"MG2","zona interior","11",0,230.557,276.294,"renta.act.Esc2.Int2",-1606.79343990034
"1366",1,"MG2","zona interior","16",1250,0,0,"renta.act.Esc2.Int2",0
"1367",3,"MG2","zona interior","16",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1368",17,"MG2","zona interior","16",1000,0,23.634,"renta.act.Esc2.Int2",-1476.28880511034
"1369",25,"MG2","zona interior","16",450,94.854,188.183,"renta.act.Esc2.Int2",-1779.75814676045
"1370",35,"MG2","zona interior","16",0,490.49,538.21,"renta.act.Esc2.Int2",2515.70928664482
"1371",1,"MG2","zona interior","21",1250,0,0,"renta.act.Esc2.Int2",0
"1372",3,"MG2","zona interior","21",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1373",17,"MG2","zona interior","21",1000,6.237,48.882,"renta.act.Esc2.Int2",-1476.28880511034
"1374",25,"MG2","zona interior","21",450,234.188,336.059,"renta.act.Esc2.Int2",-1471.46453825452
"1375",35,"MG2","zona interior","21",0,855.368,902.647,"renta.act.Esc2.Int2",9121.58410126466
"1376",1,"MG2","zona interior","26",1250,0,0,"renta.act.Esc2.Int2",0
"1377",3,"MG2","zona interior","26",1250,0,0,"renta.act.Esc2.Int2",-2379.52
"1378",17,"MG2","zona interior","26",1000,26.863,82.701,"renta.act.Esc2.Int2",-1476.28880511034
"1379",25,"MG2","zona interior","26",450,445.921,547.05,"renta.act.Esc2.Int2",-957.745649688083
"1380",35,"MG2","zona interior","26",0,1262.089,1310.595,"renta.act.Esc2.Int2",19075.7521860739
"1381",0,"MG2rn","zona costera","7",1250,0,0,"renta.act.Esc2.Int2",0
"1382",5,"MG2rn","zona costera","7",1250,0,0,"renta.act.Esc2.Int2",0
"1383",7,"MG2rn","zona costera","7",1250,0,0,"renta.act.Esc2.Int2",-905.2992
"1384",17,"MG2rn","zona costera","7",1000,0,0.902,"renta.act.Esc2.Int2",-81.8563247605566
"1385",25,"MG2rn","zona costera","7",450,0,30.254,"renta.act.Esc2.Int2",-102.841729978237
"1386",35,"MG2rn","zona costera","7",0,65.614,109.042,"renta.act.Esc2.Int2",180.956947782241
"1387",0,"MG2rn","zona costera","11",1250,0,0,"renta.act.Esc2.Int2",0
"1388",5,"MG2rn","zona costera","11",1250,0,0,"renta.act.Esc2.Int2",0
"1389",7,"MG2rn","zona costera","11",1250,0,0,"renta.act.Esc2.Int2",-905.2992
"1390",17,"MG2rn","zona costera","11",1000,0,7.069,"renta.act.Esc2.Int2",-81.8563247605566
"1391",25,"MG2rn","zona costera","11",450,11.995,80.814,"renta.act.Esc2.Int2",-40.0483878943979
"1392",35,"MG2rn","zona costera","11",0,215.021,261.294,"renta.act.Esc2.Int2",1219.92581924237
"1393",0,"MG2rn","zona costera","16",1250,0,0,"renta.act.Esc2.Int2",0
"1394",5,"MG2rn","zona costera","16",1250,0,0,"renta.act.Esc2.Int2",0
"1395",7,"MG2rn","zona costera","16",1250,0,0,"renta.act.Esc2.Int2",-905.2992
"1396",17,"MG2rn","zona costera","16",1000,0,25.517,"renta.act.Esc2.Int2",-81.8563247605566
"1397",25,"MG2rn","zona costera","16",450,90.188,179.893,"renta.act.Esc2.Int2",147.791984209163
"1398",35,"MG2rn","zona costera","16",0,436.698,483.235,"renta.act.Esc2.Int2",5126.25894624995
"1399",0,"MG2rn","zona costera","21",1250,0,0,"renta.act.Esc2.Int2",0
"1400",5,"MG2rn","zona costera","21",1250,0,0,"renta.act.Esc2.Int2",0
"1401",7,"MG2rn","zona costera","21",1250,0,0,"renta.act.Esc2.Int2",-905.2992
"1402",17,"MG2rn","zona costera","21",1000,7.705,51.53,"renta.act.Esc2.Int2",-81.8563247605566
"1403",25,"MG2rn","zona costera","21",450,215.99,312.127,"renta.act.Esc2.Int2",475.92929651835
"1404",35,"MG2rn","zona costera","21",0,730.716,775.584,"renta.act.Esc2.Int2",11150.169479253
"1405",0,"MG2rn","zona costera","26",1250,0,0,"renta.act.Esc2.Int2",0
"1406",5,"MG2rn","zona costera","26",1250,0,0,"renta.act.Esc2.Int2",0
"1407",7,"MG2rn","zona costera","26",1250,0,0,"renta.act.Esc2.Int2",-905.2992
"1408",17,"MG2rn","zona costera","26",1000,36.405,90.373,"renta.act.Esc2.Int2",-81.8563247605566
"1409",25,"MG2rn","zona costera","26",450,397.742,491.689,"renta.act.Esc2.Int2",1107.10228452734
"1410",35,"MG2rn","zona costera","26",0,1037.528,1081.889,"renta.act.Esc2.Int2",19959.2780475074
"1411",0,"MG2rn","zona interior","7",1250,0,0,"renta.act.Esc2.Int2",0
"1412",5,"MG2rn","zona interior","7",1250,0,0,"renta.act.Esc2.Int2",0
"1413",7,"MG2rn","zona interior","7",1250,0,0,"renta.act.Esc2.Int2",-905.2992
"1414",17,"MG2rn","zona interior","7",1000,0,0.868,"renta.act.Esc2.Int2",-81.8563247605566
"1415",25,"MG2rn","zona interior","7",450,0,28.785,"renta.act.Esc2.Int2",-103.187923205227
"1416",35,"MG2rn","zona interior","7",0,67.455,109.484,"renta.act.Esc2.Int2",164.266374558696
"1417",0,"MG2rn","zona interior","11",1250,0,0,"renta.act.Esc2.Int2",0
"1418",5,"MG2rn","zona interior","11",1250,0,0,"renta.act.Esc2.Int2",0
"1419",7,"MG2rn","zona interior","11",1250,0,0,"renta.act.Esc2.Int2",-905.2992
"1420",17,"MG2rn","zona interior","11",1000,0,6.488,"renta.act.Esc2.Int2",-81.8563247605566
"1421",25,"MG2rn","zona interior","11",450,12.019,81.37,"renta.act.Esc2.Int2",-45.9642192144418
"1422",35,"MG2rn","zona interior","11",0,230.557,276.294,"renta.act.Esc2.Int2",1218.07090837251
"1423",0,"MG2rn","zona interior","16",1250,0,0,"renta.act.Esc2.Int2",0
"1424",5,"MG2rn","zona interior","16",1250,0,0,"renta.act.Esc2.Int2",0
"1425",7,"MG2rn","zona interior","16",1250,0,0,"renta.act.Esc2.Int2",-905.2992
"1426",17,"MG2rn","zona interior","16",1000,0,23.634,"renta.act.Esc2.Int2",-81.8563247605566
"1427",25,"MG2rn","zona interior","16",450,94.854,188.183,"renta.act.Esc2.Int2",128.61898872613
"1428",35,"MG2rn","zona interior","16",0,490.49,538.21,"renta.act.Esc2.Int2",5340.57363491767
"1429",0,"MG2rn","zona interior","21",1250,0,0,"renta.act.Esc2.Int2",0
"1430",5,"MG2rn","zona interior","21",1250,0,0,"renta.act.Esc2.Int2",0
"1431",7,"MG2rn","zona interior","21",1250,0,0,"renta.act.Esc2.Int2",-905.2992
"1432",17,"MG2rn","zona interior","21",1000,6.237,48.882,"renta.act.Esc2.Int2",-81.8563247605566
"1433",25,"MG2rn","zona interior","21",450,234.188,336.059,"renta.act.Esc2.Int2",436.91259723206
"1434",35,"MG2rn","zona interior","21",0,855.368,902.647,"renta.act.Esc2.Int2",11946.4484495375
"1435",0,"MG2rn","zona interior","26",1250,0,0,"renta.act.Esc2.Int2",0
"1436",5,"MG2rn","zona interior","26",1250,0,0,"renta.act.Esc2.Int2",0
"1437",7,"MG2rn","zona interior","26",1250,0,0,"renta.act.Esc2.Int2",-905.2992
"1438",17,"MG2rn","zona interior","26",1000,26.863,82.701,"renta.act.Esc2.Int2",-81.8563247605566
"1439",25,"MG2rn","zona interior","26",450,445.921,547.05,"renta.act.Esc2.Int2",950.631485798496
"1440",35,"MG2rn","zona interior","26",0,1262.089,1310.595,"renta.act.Esc2.Int2",21900.6165343467
"1441",1,"M2","zona costera","7",1250,0,0,"renta.act.Esc2.Int1",-2200
"1442",3,"M2","zona costera","7",1250,0,0,"renta.act.Esc2.Int1",-761.88
"1443",14,"M2","zona costera","7",1000,0,0.754,"renta.act.Esc2.Int1",-941.692258079718
"1444",22,"M2","zona costera","7",700,0,6.717,"renta.act.Esc2.Int1",-1053.36808819631
"1445",30,"M2","zona costera","7",300,5.55,42.877,"renta.act.Esc2.Int1",-792.417722183626
"1446",40,"M2","zona costera","7",0,96.196,120.552,"renta.act.Esc2.Int1",3754.7450983532
"1447",1,"M2","zona costera","11",1250,0,0,"renta.act.Esc2.Int1",-2200
"1448",3,"M2","zona costera","11",1250,0,0,"renta.act.Esc2.Int1",-761.88
"1449",14,"M2","zona costera","11",1000,0,4.755,"renta.act.Esc2.Int1",-911.924818079718
"1450",22,"M2","zona costera","11",700,0,26.476,"renta.act.Esc2.Int1",-871.483827871886
"1451",30,"M2","zona costera","11",300,51.839,105.44,"renta.act.Esc2.Int1",910.070077682141
"1452",40,"M2","zona costera","11",0,230.851,256.221,"renta.act.Esc2.Int1",12191.9818364987
"1453",1,"M2","zona costera","16",1250,0,0,"renta.act.Esc2.Int1",-2200
"1454",3,"M2","zona costera","16",1250,0,0,"renta.act.Esc2.Int1",-761.88
"1455",14,"M2","zona costera","16",1000,0,17.457,"renta.act.Esc2.Int1",-817.421938079718
"1456",22,"M2","zona costera","16",700,10.15,59.396,"renta.act.Esc2.Int1",-454.933841988155
"1457",30,"M2","zona costera","16",300,150.42,209.939,"renta.act.Esc2.Int1",4356.20905629918
"1458",40,"M2","zona costera","16",0,447.465,472.328,"renta.act.Esc2.Int1",26611.0486019593
"1459",1,"M2","zona costera","21",1250,0,0,"renta.act.Esc2.Int1",-2200
"1460",3,"M2","zona costera","21",1250,0,0,"renta.act.Esc2.Int1",-761.88
"1461",14,"M2","zona costera","21",1000,3.179,38.584,"renta.act.Esc2.Int1",-641.163058079718
"1462",22,"M2","zona costera","21",700,60.511,117.319,"renta.act.Esc2.Int1",484.694648248798
"1463",30,"M2","zona costera","21",300,296.238,354.15,"renta.act.Esc2.Int1",9755.5575915423
"1464",40,"M2","zona costera","21",0,685.217,710.291,"renta.act.Esc2.Int1",44413.9110580276
"1465",1,"M2","zona costera","26",1250,0,0,"renta.act.Esc2.Int1",-2200
"1466",3,"M2","zona costera","26",1250,0,0,"renta.act.Esc2.Int1",-761.88
"1467",14,"M2","zona costera","26",1000,14.487,66.111,"renta.act.Esc2.Int1",-368.514178079718
"1468",22,"M2","zona costera","26",700,126.969,185.471,"renta.act.Esc2.Int1",1709.94514622056
"1469",30,"M2","zona costera","26",300,460.073,515.36,"renta.act.Esc2.Int1",16014.5664315686
"1470",40,"M2","zona costera","26",0,967.052,991.899,"renta.act.Esc2.Int1",65341.7126787175
"1471",1,"M2","zona interior","7",1250,0,0,"renta.act.Esc2.Int1",-2200
"1472",3,"M2","zona interior","7",1250,0,0,"renta.act.Esc2.Int1",-761.88
"1473",14,"M2","zona interior","7",1000,0,0.695,"renta.act.Esc2.Int1",-942.131218079718
"1474",22,"M2","zona interior","7",700,0,6.315,"renta.act.Esc2.Int1",-1056.87327979819
